Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Segment,City,Region,Sales_Rep,Channel,Category,Product_Name,Quantity,Unit_Price,Discount_%,Line_Total,COGS,Status,Customer_Rating,Return_Flag
ORD-15634,12/15/2024,NULL,CID-3841,Loyalty Member,Nairobi,Central,Frank Miller,In-Store,Beauty,Nail Polish Kit,9,19.1,0,171.9,118.22,Completed,5,0
ORD-11622,7/8/2024,7/10/2024,CID-3721,New Customer,Kano,East,Bob Smith,Phone Order,Sports,Protein Powder 1kg,3,57.25,30,120.22,109.99,Completed,NULL,0
ORD-10812,12/31/2022,1/7/2023,CID-3909,VIP,Accra,Central,Liam Moore,Wholesale,Clothing,Winter Jacket,6,165.94,0,995.64,609.85,Completed,5,0
ORD-14798,2/4/2024,2/6/2024,CID-1307,Loyalty Member,Enugu,South,Emma Brown,Wholesale,Home & garden,Scented Candle,1,22.18,15,18.85,13.15,Completed,4,0
ORD-14981,6/23/2023,NULL,CID-1184,Loyalty Member,Enugu,North,Emma Brown,Phone Order,Home & garden,Desk Lamp,3,47.5,25,106.88,77.51,Completed,1,0
ORD-14878,5/22/2024,5/23/2024,CID-4426,New Customer,Dakar,Central,Mia Scott,IN-STORE,Clothing,Denim Jeans,4,63.18,30,176.9,147.49,Completed,1,0
ORD-11947,3/29/2024,4/5/2024,CID-4922,Retail,Port Harcourt,West,Carol White,Online,Sports,Swim Goggles,3,30.11,15,76.78,58.27,Completed,3,0
ORD-11541,12/30/2024,12/31/2024,CID-1054,New Customer,Benin City,North,Grace Chen,Online,Clothing,Women's Blazer,10,98.92,10,890.28,471.44,Completed,5,0
ORD-15022,4/23/2023,4/26/2023,CID-3862,New Customer,Port Harcourt,South,Iris Park,Phone Order,Home & garden,Wall Clock,5,37.25,20,149,98.61,Returned,NULL,1
ORD-15516,7/12/2022,7/19/2022,CID-2188,VIP,NULL,North,Karen Davis,Wholesale,Clothing,Running Shoes,4,103.82,20,332.22,280.5,Completed,NULL,0
ORD-15071,7/16/2022,7/21/2022,CID-4771,Retail,NULL,Central,Bob Smith,In-Store,Clothing,Women's Blazer,7,94.22,0,659.54,390.03,Completed,5,0
ORD-15379,3/6/2023,3/9/2023,CID-1570,Loyalty Member,NULL,South,Olivia Clark,Online,Home & garden,Smart Plug 4pk,1,45.51,0,45.51,21.55,Pending,4,0
ORD-11348,11/26/2022,12/10/2022,CID-4986,B2B,Port Harcourt,Central,NULL,In-Store,Electronics,Smart Watch,6,245.71,10,1326.83,724.73,Completed,4,0
ORD-13542,5/6/2022,NULL,CID-4530,New Customer,NULL,North,Grace Chen,Mobile App,Clothing,Formal Dress,4,119.81,30,335.47,222.88,Completed,3,0
ORD-15126,10/6/2024,NULL,CID-2253,Retail,Accra,East,NULL,Phone Order,Sports,Yoga Mat,6,35.55,15,181.3,147.06,Returned,4,1
ORD-10232,4/30/2024,5/2/2024,CID-4589,Loyalty Member,Accra,South,Carol White,Phone Order,Sports,Foam Roller,3,42.67,0,128.01,68.06,Disputed,4,0
ORD-12881,12/20/2022,12/22/2022,CID-1388,New Customer,Port Harcourt,Central,Carol White,In-Store,Home & garden,Scented Candle,3,21.11,20,50.66,35.38,Completed,4,0
ORD-14548,11/21/2022,NULL,CID-2291,VIP,Lagos,Central,Olivia Clark,Wholesale,Beauty,Shampoo & Conditioner,8,24.02,5,182.55,113.91,Pending,4,0
ORD-13683,1/28/2022,NULL,CID-3942,VIP,Dakar,East,Henry Wilson,In-Store,Electronics,Smart Watch,10,244.82,15,2080.97,1582.51,Completed,3,0
ORD-12575,9/20/2024,10/4/2024,CID-2974,New Customer,Lagos,South,Nathan Harris,Phone Order,Clothing,Sports Socks 3pk,3,14.16,30,29.74,23.09,Completed,NULL,0
ORD-11782,4/18/2022,4/25/2022,CID-4142,B2B,Enugu,North,Alice Johnson,Mobile App,Beauty,Face Serum,9,56.1,0,504.9,266.12,Completed,4,0
ORD-11039,3/4/2023,3/18/2023,CID-2917,Retail,Enugu,West,Olivia Clark,Online,Home & garden,Coffee Maker,6,102.15,5,582.26,286.66,Cancelled,NULL,0
ORD-11055,7/15/2024,7/20/2024,CID-2165,Loyalty Member,Port Harcourt,West,Alice Johnson,Online,Clothing,Denim Jeans,7,73.31,30,359.22,263.52,Completed,4,0
ORD-15082,12/13/2022,NULL,CID-2163,Retail,Johannesburg,South,Bob Smith,Wholesale,Sports,Resistance Bands Set,7,27.12,0,189.84,132.83,Pending,4,0
ORD-12047,4/2/2022,4/9/2022,CID-2288,VIP,Lagos,West,NULL,Online,Clothing,Denim Jeans,1,60.5,5,57.47,42,Completed,5,0
ORD-11189,6/10/2024,6/17/2024,CID-1708,Retail,Johannesburg,East,Iris Park,In-Store,Beauty,Shampoo & Conditioner,6,30.64,5,174.65,109.89,Returned,NULL,1
ORD-12876,5/30/2024,5/31/2024,CID-2304,VIP,Johannesburg,West,Alice Johnson,Online,Electronics,Wireless Earbuds,8,99.75,15,678.3,371.15,Completed,NULL,0
ORD-10191,3/31/2024,NULL,CID-1360,VIP,Abuja,Central,Alice Johnson,Mobile App,Electronics,Smart Watch,6,263.47,20,1264.66,825.27,Completed,5,0
ORD-12158,3/19/2023,3/24/2023,CID-1428,Loyalty Member,Casablanca,West,David Lee,Mobile App,Clothing,Women's Blazer,2,77.26,25,115.89,70.04,Completed,NULL,0
ORD-13728,9/6/2022,NULL,CID-1942,Retail,Lagos,North,Alice Johnson,In-Store,Clothing,Men's Polo Shirt,10,39.45,30,276.15,194.07,Completed,2,0
ORD-13236,6/22/2024,7/6/2024,CID-1894,Retail,Ibadan,South,David Lee,In-Store,Beauty,Face Mask Pack,9,15.85,0,142.65,99.49,Completed,1,0
ORD-14711,10/5/2022,10/8/2022,CID-4971,B2B,Lagos,North,Frank Miller,Phone Order,Sports,Gym Bag,6,65.74,20,315.55,250.69,Returned,NULL,1
ORD-14879,9/3/2023,NULL,CID-3099,Retail,Port Harcourt,East,Carol White,In-Store,Beauty,Face Serum,4,52.68,20,168.58,141.28,Completed,1,0
ORD-15135,10/18/2024,NULL,CID-3177,B2B,Kano,South,Frank Miller,Online,Sports,Protein Powder 1kg,10,51.63,20,413.04,271.22,Completed,NULL,0
ORD-10540,5/6/2024,5/13/2024,CID-3873,Loyalty Member,Nairobi,North,Mia Scott,Wholesale,Beauty,Shampoo & Conditioner,8,28.69,25,172.14,133.95,Pending,2,0
ORD-10549,7/19/2022,7/24/2022,CID-2229,Retail,Lagos,West,Frank Miller,Online,Home & garden,Smart Plug 4pk,8,40.25,5,305.9,172.94,Completed,5,0
ORD-14861,1/30/2023,2/13/2023,CID-4507,New Customer,Port Harcourt,Central,David Lee,Online,Sports,Gym Bag,8,71.41,10,514.15,370.87,Completed,4,0
ORD-11005,8/26/2024,8/31/2024,CID-1649,Retail,Johannesburg,East,Olivia Clark,Wholesale,Electronics,USB-C Hub,8,45.29,0,362.32,252,Completed,NULL,0
ORD-11558,11/27/2022,11/30/2022,CID-2794,B2B,Nairobi,South,Henry Wilson,Wholesale,Beauty,Shampoo & Conditioner,8,27.57,15,187.48,123.31,Completed,5,0
ORD-13892,3/22/2022,3/29/2022,CID-1401,New Customer,Port Harcourt,West,James Turner,Phone Order,Home & garden,Plant Pot Set,3,31.61,0,94.83,62.83,Returned,NULL,1
ORD-11260,7/27/2024,NULL,CID-1954,Retail,Johannesburg,Central,Carol White,Phone Order,Electronics,Webcam HD,2,86.28,5,163.93,106.44,Pending,3,0
ORD-15062,3/20/2023,3/21/2023,CID-1373,Retail,Ibadan,North,NULL,Phone Order,Home & garden,Air Purifier,1,220.79,0,220.79,126.6,Completed,NULL,0
ORD-10913,12/7/2023,NULL,CID-4502,Retail,Johannesburg,West,Liam Moore,In-Store,Clothing,Sports Socks 3pk,9,14.93,30,94.06,93.67,Pending,4,0
ORD-13156,3/21/2022,NULL,CID-2040,Retail,Accra,South,Karen Davis,Phone Order,Sports,Water Bottle 1L,8,20.68,10,148.9,99,Completed,NULL,0
ORD-13997,9/15/2022,9/16/2022,CID-2236,New Customer,Dakar,South,Alice Johnson,Online,Beauty,Nail Polish Kit,6,21.8,25,98.1,63.17,Completed,NULL,0
ORD-12364,5/23/2024,6/6/2024,CID-4403,Retail,Johannesburg,West,Iris Park,In-Store,Beauty,Face Serum,6,54.2,5,308.94,223.4,Completed,2,0
ORD-13571,8/30/2024,8/31/2024,CID-2650,Retail,Ibadan,North,Alice Johnson,Wholesale,Clothing,Women's Blazer,6,89.66,0,537.96,353.8,Completed,5,0
ORD-12208,6/25/2022,6/28/2022,CID-3235,New Customer,Abuja,Central,Olivia Clark,Mobile App,Clothing,Winter Jacket,3,147.36,20,353.66,232.21,Completed,3,0
ORD-14178,8/25/2024,8/27/2024,CID-3026,VIP,Accra,South,Karen Davis,Mobile App,Beauty,Lipstick Set,3,47.42,0,142.26,66.44,Completed,NULL,0
ORD-12071,1/17/2022,1/19/2022,CID-1648,Retail,Kano,North,Emma Brown,Mobile App,Beauty,Perfume 50ml,1,80.42,0,80.42,41.11,Completed,5,0
ORD-12000,4/4/2024,4/5/2024,CID-3471,New Customer,Lagos,Central,Carol White,Online,Electronics,Smart Watch,2,229.97,20,367.95,311.51,Completed,2,0
ORD-10099,10/22/2023,10/27/2023,CID-3093,B2B,Cairo,West,Henry Wilson,In-Store,Beauty,Face Serum,5,52.96,10,238.32,171.18,Completed,NULL,0
ORD-15143,2/28/2022,3/5/2022,CID-3306,Retail,Port Harcourt,South,Nathan Harris,Mobile App,Electronics,Bluetooth Speaker,9,113.35,15,867.13,530.93,Cancelled,4,0
ORD-14732,5/1/2024,NULL,CID-2291,Retail,Johannesburg,South,Mia Scott,In-Store,Home & garden,Wall Clock,7,37.36,0,261.52,180.37,Disputed,5,0
ORD-16007,10/3/2024,10/4/2024,CID-2451,VIP,Cairo,North,Grace Chen,WHOLESALE,Beauty,Face Mask Pack,8,15.67,15,106.56,74,Completed,NULL,0
ORD-12221,11/13/2022,11/16/2022,CID-4299,B2B,Abuja,East,Liam Moore,Online,Sports,Protein Powder 1kg,9,49,25,330.75,297.13,Completed,2,0
ORD-15492,8/29/2023,9/1/2023,CID-3062,New Customer,Addis Ababa,Central,Mia Scott,Wholesale,Sports,Yoga Mat,4,36.81,25,110.43,88.39,Completed,4,0
ORD-11656,12/29/2024,1/5/2025,CID-2619,B2B,Johannesburg,North,Emma Brown,Online,Home & garden,Throw Pillow Set,10,51.39,30,359.73,251.99,Returned,NULL,1
ORD-11255,8/7/2022,8/21/2022,CID-4625,B2B,NULL,East,Henry Wilson,Online,Sports,Yoga Mat,7,32.89,5,218.72,126.06,Completed,1,0
ORD-10616,11/4/2022,11/6/2022,CID-1919,New Customer,Addis Ababa,North,Iris Park,MOBILE APP,Electronics,Laptop Pro 15,4,1189.84,0,4759.36,2597.4,Completed,5,0
ORD-11469,9/24/2023,9/25/2023,CID-3829,B2B,Ibadan,Central,Alice Johnson,Online,Beauty,Electric Toothbrush,5,81.51,0,407.55,256.32,Pending,NULL,0
ORD-12309,10/12/2023,10/13/2023,CID-1249,VIP,Ibadan,Central,Liam Moore,In-Store,Clothing,Women's Blazer,1,93.92,0,93.92,62.47,Disputed,1,0
ORD-13871,5/26/2022,6/9/2022,CID-3450,Retail,Benin City,North,Karen Davis,In-Store,Beauty,Nail Polish Kit,7,20.67,0,144.69,73.22,Completed,4,0
ORD-12319,5/6/2024,5/13/2024,CID-4269,New Customer,Cairo,North,Nathan Harris,Phone Order,Electronics,Wireless Earbuds,4,102.29,30,286.41,248.6,Completed,NULL,0
ORD-10662,7/26/2022,7/29/2022,CID-4997,New Customer,Casablanca,East,Frank Miller,In-Store,Sports,Foam Roller,2,40.33,15,68.56,49.65,Completed,5,0
ORD-10769,11/23/2022,11/24/2022,CID-2977,New Customer,Port Harcourt,West,Olivia Clark,Phone Order,Beauty,Face Mask Pack,3,16.02,0,48.06,30.35,Cancelled,NULL,0
ORD-10488,8/12/2024,8/13/2024,CID-4745,VIP,Kaduna,West,Mia Scott,Wholesale,Beauty,Nail Polish Kit,5,19.16,10,86.22,64.25,Completed,NULL,0
ORD-13913,7/26/2024,7/28/2024,CID-1122,Retail,Benin City,North,Olivia Clark,Online,Home & garden,Plant Pot Set,4,29.58,0,118.32,65.45,Completed,NULL,0
ORD-14808,10/10/2024,10/13/2024,CID-3240,VIP,Cairo,Central,Henry Wilson,Mobile App,Beauty,Shampoo & Conditioner,9,25.44,5,217.51,121.48,Disputed,5,0
ORD-15921,9/1/2023,9/3/2023,CID-4522,New Customer,Accra,East,David Lee,Wholesale,Clothing,Casual Sneakers,8,72.12,25,432.72,368.03,Completed,5,0
ORD-13859,11/27/2023,NULL,CID-4514,Loyalty Member,Kaduna,West,Iris Park,Phone Order,Clothing,Women's Blazer,7,89.45,30,438.3,392.73,Completed,NULL,0
ORD-14422,12/6/2024,12/20/2024,CID-4192,Retail,Johannesburg,North,Henry Wilson,In-Store,Beauty,Lipstick Set,9,44.22,30,278.59,262.38,Completed,4,0
ORD-12992,7/12/2022,7/17/2022,CID-1988,New Customer,Lagos,West,Liam Moore,Wholesale,Beauty,Shampoo & Conditioner,8,28.37,10,204.26,106.84,Completed,5,0
ORD-12229,10/6/2024,10/9/2024,CID-3857,New Customer,Kaduna,East,Grace Chen,Mobile App,Clothing,Formal Dress,8,112.42,10,809.42,427.2,Cancelled,5,0
ORD-14943,8/22/2022,8/25/2022,CID-3464,Retail,Nairobi,West,Nathan Harris,Phone Order,Clothing,Sports Socks 3pk,1,14.55,5,13.82,10.15,Completed,5,0
ORD-14090,9/21/2024,9/28/2024,CID-1368,Loyalty Member,Benin City,Central,Mia Scott,Online,Sports,Jump Rope,9,16.33,5,139.62,70.28,Completed,3,0
ORD-11652,8/16/2023,8/30/2023,CID-4823,VIP,Nairobi,South,Alice Johnson,Online,Beauty,Eye Cream,1,71.1,0,71.1,49.08,Pending,4,0
ORD-13491,3/21/2023,3/28/2023,CID-2334,B2B,Nairobi,Central,Carol White,Online,Electronics,Mechanical Keyboard,4,156.28,5,593.86,393.39,Completed,NULL,0
ORD-14510,9/28/2024,10/1/2024,CID-2530,Retail,Accra,Central,Liam Moore,PHONE ORDER,Beauty,Lipstick Set,9,40.18,10,325.46,181.3,Completed,NULL,0
ORD-10737,11/19/2023,12/3/2023,CID-1914,VIP,Kaduna,North,David Lee,Wholesale,Beauty,Lipstick Set,5,45.31,30,158.59,112.32,Returned,5,1
ORD-14416,3/5/2024,3/7/2024,CID-4077,Loyalty Member,Ibadan,East,Karen Davis,Phone Order,Sports,Swim Goggles,9,24.18,20,174.1,138.69,Disputed,2,0
ORD-16023,11/4/2024,11/18/2024,CID-3400,B2B,Nairobi,North,Karen Davis,Phone Order,Home & garden,Coffee Maker,1,92.93,15,78.99,64.88,Pending,5,0
ORD-10588,5/26/2024,5/28/2024,CID-1651,VIP,Abuja,South,Olivia Clark,Wholesale,Electronics,Wireless Earbuds,3,87.84,25,197.64,183.93,Pending,5,0
ORD-10754,4/6/2024,4/7/2024,CID-1865,Loyalty Member,Accra,South,David Lee,In-Store,Beauty,Nail Polish Kit,4,22.69,0,90.76,61.68,Returned,3,1
ORD-13107,12/6/2022,12/20/2022,CID-3741,VIP,Nairobi,West,Bob Smith,Online,Electronics,Portable Charger,8,35.71,0,285.68,193.91,Completed,NULL,0
ORD-15240,11/25/2024,11/30/2024,CID-3339,New Customer,Benin City,North,Bob Smith,Phone Order,Electronics,Wireless Earbuds,6,100.42,30,421.76,335.05,Completed,NULL,0
ORD-14587,6/15/2023,6/18/2023,CID-1562,Retail,Kaduna,North,NULL,Wholesale,Clothing,Denim Jeans,7,55.49,0,388.43,265.77,Pending,5,0
ORD-12779,3/30/2023,4/13/2023,CID-3028,Loyalty Member,Lagos,East,Bob Smith,In-Store,Clothing,Sports Socks 3pk,1,13.19,5,12.53,9.07,Completed,1,0
ORD-12120,8/26/2023,8/31/2023,CID-4876,B2B,Ibadan,West,Grace Chen,Phone Order,Home & garden,Wall Clock,4,36.27,0,145.08,85.29,Completed,NULL,0
ORD-10932,4/7/2024,4/14/2024,CID-2667,Loyalty Member,Abuja,North,Emma Brown,In-Store,Home & garden,Smart Plug 4pk,5,41.28,5,196.08,102.92,Completed,NULL,0
ORD-10864,3/17/2022,3/24/2022,CID-2933,B2B,Enugu,East,Iris Park,Phone Order,Electronics,Laptop Pro 15,10,1296.91,20,10375.28,6525.92,Returned,5,1
ORD-15176,6/23/2024,6/24/2024,CID-3591,VIP,Kano,West,Karen Davis,Mobile App,Electronics,Wireless Earbuds,7,92.37,25,484.94,400.85,Completed,3,0
ORD-11565,10/8/2024,10/11/2024,CID-1192,VIP,Addis Ababa,South,David Lee,Phone Order,Clothing,Denim Jeans,3,57.22,25,128.75,95.1,Disputed,4,0
ORD-15891,10/30/2023,11/6/2023,CID-4897,Loyalty Member,Cairo,West,Grace Chen,In-Store,Clothing,Women's Blazer,8,99.73,0,797.84,377.58,Completed,NULL,0
ORD-10993,1/22/2023,1/27/2023,CID-2023,New Customer,Dakar,Central,Grace Chen,Mobile App,Electronics,Webcam HD,5,86.03,5,408.64,252.52,Completed,NULL,0
ORD-14527,3/10/2022,3/12/2022,CID-4330,Loyalty Member,Ibadan,West,James Turner,Phone Order,Electronics,Wireless Earbuds,10,102.06,5,969.57,531.65,Completed,4,0
ORD-14221,3/6/2023,3/13/2023,CID-4477,Retail,Nairobi,Central,Frank Miller,Mobile App,Beauty,Shampoo & Conditioner,2,29.9,0,59.8,36.45,Completed,NULL,0
ORD-12634,11/8/2022,11/22/2022,CID-3653,New Customer,Accra,East,Bob Smith,In-Store,Clothing,Women's Blazer,7,88.08,10,554.9,414.54,Completed,NULL,0
ORD-11919,1/29/2024,2/12/2024,CID-2713,B2B,Benin City,South,NULL,Phone Order,Clothing,Running Shoes,7,95.24,10,600.01,420.91,Returned,5,1
ORD-13400,10/15/2023,NULL,CID-3344,Retail,Benin City,North,Frank Miller,In-Store,Clothing,Denim Jeans,2,58.71,30,82.19,72.85,Returned,NULL,1
ORD-14082,3/29/2022,NULL,CID-4801,New Customer,Benin City,West,Carol White,Phone Order,Beauty,Perfume 50ml,5,82.59,0,412.95,255.38,Completed,NULL,0
ORD-10396,3/16/2024,3/23/2024,CID-3389,Retail,Ibadan,West,David Lee,In-Store,Sports,Swim Goggles,8,27.98,10,201.46,105.77,Completed,5,0
ORD-12553,11/27/2022,12/2/2022,CID-1717,B2B,Enugu,East,Liam Moore,In-Store,Electronics,Webcam HD,9,87.61,30,551.94,522.44,Completed,3,0
ORD-11580,5/28/2024,6/2/2024,CID-4898,VIP,Lagos,West,Olivia Clark,Mobile App,Clothing,Running Shoes,9,119.48,20,860.26,520.99,Pending,NULL,0
ORD-10854,7/24/2022,7/27/2022,CID-2301,VIP,Nairobi,Central,Bob Smith,In-Store,Sports,Swim Goggles,6,24.88,15,126.89,91.64,Completed,4,0
ORD-13855,1/31/2024,2/3/2024,CID-3991,VIP,Nairobi,Central,Iris Park,Online,Electronics,Webcam HD,2,79.07,0,158.14,79.52,Completed,NULL,0
ORD-13821,5/2/2022,5/7/2022,CID-1053,New Customer,Nairobi,West,James Turner,Phone Order,Home & garden,Smart Plug 4pk,3,38.34,0,115.02,53.79,Completed,5,0
ORD-14253,2/17/2024,2/20/2024,CID-1174,Loyalty Member,Addis Ababa,South,Grace Chen,Phone Order,Sports,Protein Powder 1kg,6,59.78,15,304.88,171.78,Returned,NULL,1
ORD-15049,9/8/2023,9/9/2023,CID-2074,Retail,Cairo,South,Grace Chen,Phone Order,Clothing,Women's Blazer,8,95.62,0,764.96,456.12,Completed,2,0
ORD-13388,1/22/2022,NULL,CID-1321,Retail,Kaduna,South,Karen Davis,Online,Home & garden,Scented Candle,2,22.29,25,33.44,20.94,Completed,2,0
ORD-13228,11/2/2023,NULL,CID-2397,B2B,Port Harcourt,Central,Grace Chen,Phone Order,Clothing,Running Shoes,8,93.61,30,524.22,516.47,Completed,2,0
ORD-12313,11/18/2023,11/23/2023,CID-3547,VIP,Lagos,East,Henry Wilson,Wholesale,Beauty,Perfume 50ml,3,71.1,0,213.3,138.01,Completed,4,0
ORD-12086,10/11/2023,10/12/2023,CID-4824,VIP,Abuja,South,Olivia Clark,Mobile App,Electronics,USB-C Hub,2,42.62,0,85.24,59.38,Completed,NULL,0
ORD-11609,9/29/2024,10/13/2024,CID-1591,New Customer,Johannesburg,West,Nathan Harris,In-Store,Beauty,Perfume 50ml,10,78.07,25,585.52,545.81,Completed,5,0
ORD-15885,10/15/2022,10/22/2022,CID-3071,New Customer,Johannesburg,East,Bob Smith,IN-STORE,Clothing,Denim Jeans,6,65.73,25,295.78,216.1,Completed,NULL,0
ORD-14629,11/20/2024,NULL,CID-4096,New Customer,Lagos,Central,Nathan Harris,Phone Order,Sports,Gym Bag,4,73.77,10,265.57,145.26,Completed,NULL,0
ORD-10231,1/25/2023,2/1/2023,CID-3573,Retail,Ibadan,East,Karen Davis,In-Store,Electronics,Mechanical Keyboard,5,164.11,5,779.52,441.52,Completed,5,0
ORD-11029,10/15/2024,NULL,CID-2159,VIP,Abuja,Central,Carol White,Phone Order,Clothing,Sports Socks 3pk,2,16.44,30,23.02,16.36,Completed,2,0
ORD-11771,7/15/2022,7/20/2022,CID-2121,Loyalty Member,Ibadan,North,David Lee,In-Store,Sports,Gym Bag,8,78.63,20,503.23,311.92,Pending,2,0
ORD-12665,6/23/2023,6/30/2023,CID-3684,VIP,Enugu,West,Bob Smith,Wholesale,Home & garden,Throw Pillow Set,10,54.21,20,433.68,273.06,Returned,NULL,1
ORD-12079,5/30/2024,NULL,CID-4555,New Customer,Ibadan,South,Alice Johnson,In-Store,Home & garden,Coffee Maker,10,86,20,688,560.83,Completed,4,0
ORD-14392,8/14/2024,NULL,CID-3368,B2B,Enugu,North,Karen Davis,In-Store,Sports,Swim Goggles,9,30.44,10,246.56,143.38,Completed,1,0
ORD-13163,9/23/2022,10/7/2022,CID-3751,B2B,Addis Ababa,East,Carol White,Wholesale,Beauty,Shampoo & Conditioner,6,31.75,5,180.97,86.71,Completed,5,0
ORD-11465,4/16/2024,4/19/2024,CID-3185,Retail,Enugu,Central,Alice Johnson,Mobile App,Clothing,Running Shoes,2,100.57,0,201.14,104.32,Completed,NULL,0
ORD-15751,6/29/2023,NULL,CID-2994,B2B,Ibadan,Central,Nathan Harris,Online,Electronics,Bluetooth Speaker,7,136.23,0,953.61,602.19,Completed,2,0
ORD-11582,12/3/2022,12/8/2022,CID-3704,B2B,Addis Ababa,North,Grace Chen,Online,Electronics,Wireless Earbuds,2,84.06,15,142.9,116.93,Pending,NULL,0
ORD-11479,5/27/2023,6/3/2023,CID-3808,VIP,Benin City,South,Nathan Harris,Phone Order,Beauty,Electric Toothbrush,5,86.93,15,369.45,207.64,Completed,5,0
ORD-12789,4/2/2023,4/3/2023,CID-4695,Retail,Port Harcourt,North,Bob Smith,In-Store,Home & garden,Coffee Maker,7,104.82,0,733.74,412.57,Cancelled,NULL,0
ORD-14290,3/15/2023,3/17/2023,CID-3185,Retail,Lagos,West,Bob Smith,Online,Home & garden,Desk Lamp,3,38.44,10,103.79,75.89,Cancelled,4,0
ORD-10982,3/13/2022,3/27/2022,CID-4539,Loyalty Member,Addis Ababa,East,Nathan Harris,Wholesale,Home & garden,Wall Clock,3,38.3,0,114.9,56.61,Completed,4,0
ORD-16045,6/19/2022,6/22/2022,CID-3504,Loyalty Member,Casablanca,South,Henry Wilson,Mobile App,Sports,Yoga Mat,10,33.76,30,236.32,168.27,Completed,NULL,0
ORD-15245,3/27/2022,4/10/2022,CID-2363,Loyalty Member,Kano,East,Nathan Harris,Online,Sports,Water Bottle 1L,4,21.43,0,85.72,48.79,Disputed,5,0
ORD-13548,5/13/2022,5/16/2022,CID-2523,B2B,Kano,West,James Turner,Wholesale,Sports,Swim Goggles,6,31.3,20,150.24,98.98,Completed,4,0
ORD-11799,5/13/2022,NULL,CID-1213,B2B,Kano,West,Bob Smith,In-Store,Sports,Gym Bag,9,63.35,15,484.63,346.34,Completed,3,0
ORD-10430,7/11/2023,7/13/2023,CID-1980,Loyalty Member,Kano,North,NULL,PHONE ORDER,Beauty,Electric Toothbrush,4,79.16,30,221.65,186.98,Completed,4,0
ORD-15265,8/23/2023,8/25/2023,CID-3672,New Customer,Kano,East,Carol White,Mobile App,Beauty,Eye Cream,8,57.61,0,460.88,294.96,Completed,NULL,0
ORD-12618,6/18/2023,6/25/2023,CID-3824,Retail,Dakar,Central,Nathan Harris,Wholesale,Electronics,Mechanical Keyboard,4,162.47,15,552.4,416.38,Completed,NULL,0
ORD-14069,11/12/2022,11/26/2022,CID-3960,B2B,Lagos,West,Carol White,Phone Order,Sports,Foam Roller,6,34.95,20,167.76,107.18,Completed,5,0
ORD-13316,12/8/2024,12/9/2024,CID-2367,New Customer,Ibadan,South,Liam Moore,MOBILE APP,Sports,Resistance Bands Set,6,22.09,20,106.03,63.88,Completed,4,0
ORD-15947,2/2/2022,2/9/2022,CID-2770,New Customer,Kaduna,North,Liam Moore,Online,Clothing,Casual Sneakers,6,69.02,0,414.12,207.35,Completed,2,0
ORD-11138,10/5/2024,NULL,CID-1953,B2B,Lagos,South,Olivia Clark,Phone Order,Home & garden,Smart Plug 4pk,3,40.24,25,90.54,73.39,Returned,2,1
ORD-12240,5/19/2022,5/20/2022,CID-1949,Retail,Benin City,North,Nathan Harris,In-Store,Clothing,Sports Socks 3pk,10,15.38,15,130.73,101.12,Completed,5,0
ORD-14176,8/12/2023,8/15/2023,CID-1680,Loyalty Member,Lagos,East,David Lee,Online,Clothing,Sports Socks 3pk,1,16.49,25,12.37,11.42,Returned,1,1
ORD-10406,3/24/2022,3/25/2022,CID-4293,New Customer,Port Harcourt,North,Carol White,Wholesale,Sports,Foam Roller,3,39.17,5,111.63,64.67,Completed,NULL,0
ORD-15902,4/15/2022,4/17/2022,CID-3189,VIP,Ibadan,West,Alice Johnson,Mobile App,Home & garden,Desk Lamp,7,41.66,25,218.72,143.68,Pending,NULL,0
ORD-13185,11/15/2023,11/18/2023,CID-1869,Retail,Kano,North,Carol White,PHONE ORDER,Clothing,Women's Blazer,6,78.19,0,469.14,242.1,Completed,1,0
ORD-10783,12/5/2022,12/6/2022,CID-2355,Retail,Accra,West,Frank Miller,In-Store,Electronics,Laptop Pro 15,3,1325.58,30,2783.72,2636.45,Disputed,4,0
ORD-15998,2/28/2022,NULL,CID-3472,Loyalty Member,Casablanca,South,Alice Johnson,Mobile App,Beauty,Perfume 50ml,1,75.35,25,56.51,47.61,Completed,NULL,0
ORD-13395,8/6/2024,8/20/2024,CID-1697,Retail,Lagos,West,Karen Davis,Phone Order,Home & garden,Air Purifier,7,201.04,25,1055.46,959.65,Pending,3,0
ORD-10886,4/21/2024,4/22/2024,CID-3349,B2B,Cairo,South,Alice Johnson,In-Store,Home & garden,Air Purifier,NULL,197.75,25,1186.5,945.56,Completed,NULL,0
ORD-13934,12/23/2023,NULL,CID-1607,New Customer,Kano,South,Olivia Clark,In-Store,Clothing,Formal Dress,4,106.6,15,362.44,231.7,Completed,NULL,0
ORD-12385,4/4/2022,4/7/2022,CID-3344,Loyalty Member,Kano,West,Grace Chen,In-Store,Beauty,Perfume 50ml,1,74.67,10,67.2,37.69,Pending,2,0
ORD-10271,3/12/2023,3/14/2023,CID-2434,VIP,Abuja,West,David Lee,Online,Electronics,Portable Charger,10,37.26,10,335.34,221.5,Cancelled,4,0
ORD-10185,10/23/2023,10/30/2023,CID-1937,Loyalty Member,Nairobi,East,Alice Johnson,Online,Home & garden,Wall Clock,8,39.12,0,312.96,210.42,Disputed,1,0
